	log2FoldChange	pvalue
MYCTH_2309526	0.696457986	0.320747247
MYCTH_10175	-0.52929024	0.434937614
MYCTH_2309528	0.811636432	0.104578708
MYCTH_2140326	-0.363847352	0.066813142
MYCTH_2309531	-0.113389562	0.407696987
MYCTH_2309533	-0.22744611	0.376970848
MYCTH_2309536	0.330540189	0.028447592
MYCTH_2309539	0.102332678	0.67744185
MYCTH_2309542	1.003577192	0.120300644
MYCTH_2129459	-4.717878607	0.001413659
MYCTH_2144983	2.615244526	2.13667E-12
MYCTH_2309543	1.725393319	0.192248407
MYCTH_2309545	0.367592026	0.222605747
MYCTH_95546	1.074194157	0.244747268
MYCTH_2129465	-2.54841004	0.122004084
MYCTH_2309547	-0.857178422	0.008510331
MYCTH_2309549	-0.707427199	0.10633259
MYCTH_2067902	-3.877289518	4.13569E-05
MYCTH_2309554	0.481018028	0.358164732
MYCTH_2309557	1.715930604	2.792E-16
MYCTH_2309559	1.254503277	3.10655E-05
MYCTH_54823	1.287974424	3.62472E-06
MYCTH_2309563	0.895302606	7.65649E-06
MYCTH_2309564	1.599624695	0.056892865
MYCTH_2309566	1.323135603	4.08316E-11
MYCTH_2309567	-0.093456613	0.517147291
MYCTH_2112463	-0.328837593	0.139185402
MYCTH_2309572	0.056647111	0.823966419
MYCTH_2309573	0.576372718	0.24319687
MYCTH_t143	0.777909079	0.410516652
MYCTH_2309574	-0.679527331	0.491571947
MYCTH_2309575	1.256602467	0.066900528
MYCTH_2309576	-0.200556859	0.275309749
MYCTH_95529	0	1
MYCTH_2065851	-0.031447421	0.980058762
MYCTH_2135399	1.692539332	1.27923E-16
MYCTH_2120425	0.633994361	0.781592895
MYCTH_t146	7.381902333	2.05364E-05
MYCTH_103096	3.883047197	2.18541E-20
MYCTH_2144990	-0.502159063	0.026124094
MYCTH_2309585	0.717422423	0.206654961
MYCTH_2309586	1.368794038	2.29517E-06
MYCTH_2112475	-4.690785786	0.01356325
MYCTH_2309587	-0.220773128	0.610331171
MYCTH_103090	-0.078175728	0.819667056
MYCTH_2129497	1.605089569	0.464813258
MYCTH_2309591	0.381451975	0.641789828
MYCTH_2309592	-0.965912553	0.103746794
MYCTH_2309596	0.764251586	0.003210211
MYCTH_2309598	-0.117970087	0.728540408
MYCTH_2309599	-0.413250652	0.100649704
MYCTH_2309600	0.80383749	4.06645E-05
MYCTH_2112484	-0.472402278	0.333212958
MYCTH_55985	-1.353014091	0.750309991
MYCTH_2120439	0.538416669	0.054797715
MYCTH_70142	0.476470144	0.010013604
MYCTH_2120441	0.526402358	0.25899028
MYCTH_2129511	0	1
MYCTH_103080	1.411847109	4.14021E-21
MYCTH_2309609	-0.516181764	0.002694057
MYCTH_2129515	1.703043713	7.46725E-10
MYCTH_56173	-0.58869549	0.019830631
MYCTH_2309615	1.244357048	1.87925E-07
MYCTH_2309616	-0.127350562	0.715359027
MYCTH_2316107	0.105786053	0.573596552
MYCTH_54533	-0.209027159	0.856714628
MYCTH_2112496	-1.069084264	0.128698758
MYCTH_2309618	-0.316394472	0.230293498
MYCTH_83111	-0.308126727	0.378255061
MYCTH_2309620	-0.832198667	0.000815683
MYCTH_103070	2.482044305	3.82891E-13
MYCTH_2309623	-1.174464673	0.183695715
MYCTH_2309624	-0.341977292	0.060661618
MYCTH_2309625	-0.704957122	0.413770924
MYCTH_2066192	#N/A	#N/A
MYCTH_2309629	0.73946875	0.062404835
MYCTH_t144	#N/A	#N/A
MYCTH_t145	-0.443684866	0.960197955
MYCTH_2112504	-11.85569642	6.42492E-08
MYCTH_2027194	1.167440625	0.205996717
MYCTH_2129532	-2.701558158	0.759778025
MYCTH_2309630	0.943403678	1.00248E-06
MYCTH_2309634	-0.998697158	0.012717826
MYCTH_2309636	0.606211711	0.591511183
MYCTH_2309637	-0.567433862	0.151250249
MYCTH_54987	1.295768826	0.861722648
MYCTH_103061	0.702672291	0.001459982
MYCTH_2309641	-0.395106797	0.296551397
MYCTH_2309644	0.232839483	0.129209077
MYCTH_2316112	0.283779194	0.025164245
MYCTH_2309647	-0.26914798	0.124198258
MYCTH_10713	-1.330680894	0.00297651
MYCTH_2309651	-0.61747385	0.25465741
MYCTH_54058	2.623357365	0.00920111
MYCTH_2120482	-0.405892699	0.508760691
MYCTH_112051	-0.010805264	0.958392945
MYCTH_2309656	1.41015325	0.064420754
MYCTH_2129548	3.290655473	9.92549E-10
MYCTH_2309658	1.613399704	5.1162E-14
MYCTH_2309660	-2.076470935	0.00445498
MYCTH_83083	0.341141675	0.041116738
MYCTH_2309663	0.276499368	0.264436002
MYCTH_2129554	-0.510458491	0.280061141
MYCTH_95473	2.140533865	9.80662E-09
MYCTH_2309668	0.49875794	0.025710226
MYCTH_112050	2.690631721	8.15817E-15
MYCTH_54466	1.616737314	3.34048E-09
MYCTH_2120489	-1.40770122	0.873880785
MYCTH_2066457	4.758061488	7.86826E-14
MYCTH_2120491	-0.236397684	0.877315129
MYCTH_116629	-0.239883557	0.096549332
MYCTH_2309686	0.633642252	0.006575685
MYCTH_2129566	-0.155865405	0.804423424
MYCTH_2129567	0.224177545	0.908607733
MYCTH_2309690	1.958905357	9.35001E-07
MYCTH_2309692	0.297792283	0.501669644
MYCTH_2112541	-1.259066874	0.426137544
MYCTH_73162	0.922597791	8.23615E-05
MYCTH_2069736	-0.163560754	0.965484621
MYCTH_2120498	-0.427286313	0.775922478
MYCTH_2120499	-0.273669004	0.684435055
MYCTH_2309694	0.388828577	0.254711857
MYCTH_2309695	0.340896098	0.116351784
MYCTH_58882	6.874131761	7.9819E-101
MYCTH_104674	6.031565943	4.73117E-75
MYCTH_104673	5.702242423	2.14802E-42
MYCTH_2120504	0.515072885	0.796904707
MYCTH_2309698	-0.181925183	0.323023721
MYCTH_2309700	-0.680992772	0.000172427
MYCTH_2309702	0.999653211	0.43512821
MYCTH_2309704	0.474720748	0.037855878
MYCTH_2309706	0.194760136	0.644361227
MYCTH_2309709	-0.218138174	0.39775717
MYCTH_2309712	0.068582218	0.757792362
MYCTH_2309715	0.554661359	0.004945314
MYCTH_104665	1.449474673	0.023093704
MYCTH_2309720	-0.33389591	0.395075959
MYCTH_2309722	-0.359791862	0.277036688
MYCTH_2309723	0.991923486	2.09181E-07
MYCTH_2309724	0.904795092	0.000243493
MYCTH_2309725	0.087796788	0.648855068
MYCTH_2309727	0.395567865	0.092834024
MYCTH_2069956	0.487924892	0.055840792
MYCTH_2309729	0.428807622	0.10124066
MYCTH_2309731	-1.201842963	0.000790327
MYCTH_2309733	-0.115612595	0.594617909
MYCTH_t180	-1.38643236	0.269548803
MYCTH_2095899	0.154796978	0.513899378
MYCTH_2083273	0.481267101	0.001539904
MYCTH_58635	0.805837711	0.00093218
MYCTH_2316127	-2.048917434	0.001613113
MYCTH_2309742	-0.328148457	0.727329487
MYCTH_2120525	0.519029829	0.499093816
MYCTH_2069159	0.917958685	0.564048754
MYCTH_2309743	1.471259224	3.02554E-11
MYCTH_2135445	0.794728844	0.217210845
MYCTH_2309747	0.347851425	0.152676939
MYCTH_2309749	-1.559314815	0.006844104
MYCTH_2309751	-0.488776998	0.506061314
MYCTH_2309752	0.237649457	0.171476667
MYCTH_2095925	-0.707024262	2.50263E-05
MYCTH_2309755	0.471377539	1.50954E-06
MYCTH_2129615	-0.043607326	0.978748232
MYCTH_2309758	-0.277121508	0.086411119
MYCTH_2068812	-0.126891887	0.471314074
MYCTH_2069908	0.392764469	0.679061587
MYCTH_2309764	-0.554786972	0.009642544
MYCTH_2309766	0.159828613	0.365016196
MYCTH_2309770	-0.324228133	0.139528134
MYCTH_2309773	0.904736283	1.00339E-06
MYCTH_117681	-0.614895384	0.000409511
MYCTH_2309779	-0.662074988	0.000411871
MYCTH_2309781	-0.363988924	0.30605605
MYCTH_2068429	0.343299138	0.965720915
MYCTH_2309782	1.339577731	0.012288808
MYCTH_58642	4.52696199	2.37284E-35
MYCTH_58986	0.070194179	0.831862278
MYCTH_2309784	1.122890319	4.41185E-11
MYCTH_104628	2.894206526	5.07584E-16
MYCTH_109444	0.805779611	0.103349435
MYCTH_2145046	0.103546135	0.611159884
MYCTH_2309794	0.378750954	0.039825496
MYCTH_73070	-0.035966601	0.706889463
MYCTH_2309800	0.848716815	5.53178E-07
MYCTH_2309802	-0.031276078	0.867580315
MYCTH_2309805	0.142963848	0.642016689
MYCTH_2309808	-0.369973097	0.353069351
MYCTH_2309809	-0.839891149	0.006291308
MYCTH_85756	-0.775205302	0.000584656
MYCTH_2309812	-0.669097377	0.015856043
MYCTH_2068755	1.172267193	0.000123135
MYCTH_2309814	0.21994538	0.218200205
MYCTH_2309816	0.539422914	0.101126273
MYCTH_2309819	-0.016570307	0.930301664
MYCTH_2309822	-0.259686956	0.13061588
MYCTH_2068645	#N/A	#N/A
MYCTH_2309825	-0.203337242	0.311927841
MYCTH_2309828	-0.220216486	0.073193748
MYCTH_2309829	-0.327338177	0.604108647
MYCTH_2309831	0.115679698	0.524725158
MYCTH_2309838	-0.308787298	0.30420152
MYCTH_2309843	-0.53658817	0.027987925
MYCTH_2129660	1.658098807	0.153945926
MYCTH_2309848	0.262893802	0.166831454
MYCTH_2309854	-0.034011359	0.825183525
MYCTH_2309859	0.431163897	0.08596653
MYCTH_2316157	0.264200997	0.421119341
MYCTH_2316158	0.797009342	0.038826185
MYCTH_2309867	-0.050489489	0.818409045
MYCTH_2309871	-0.715725676	0.014007705
MYCTH_2309873	-0.466278026	0.184949625
MYCTH_2309874	-1.583658489	0.049139819
MYCTH_2145069	-0.504004344	0.015014206
MYCTH_2309878	0.24603058	0.047527167
MYCTH_2309883	0.246002609	0.144135187
MYCTH_2309885	0.16319749	0.518841337
MYCTH_58873	0.254195259	0.375561489
MYCTH_2309890	0.453214695	0.003800977
MYCTH_2140421	0.604347957	0.001425895
MYCTH_2112630	1.125295721	0.013766666
MYCTH_2309896	0.656543454	0.012887972
MYCTH_2309898	-0.225270406	0.235716761
MYCTH_2309899	-0.762970374	0.017830314
MYCTH_2309900	0.160431384	0.632585968
MYCTH_2309903	-0.545199253	0.003668199
MYCTH_2309909	-0.194980348	0.403216768
MYCTH_104582	-0.435584973	0.351281974
MYCTH_2309910	0.44582185	0.099856918
MYCTH_72978	1.101784406	0.900718237
MYCTH_2309912	-0.935148068	2.66107E-05
MYCTH_2309915	-0.898957395	9.437E-08
MYCTH_2309919	0.328269491	0.12979276
MYCTH_2135496	-0.013578617	0.953205942
MYCTH_97184	1.186980109	6.47902E-05
MYCTH_2309925	-0.541285485	0.033278056
MYCTH_2309927	0.786084245	0.001237403
MYCTH_2309929	-1.289971204	0.000113194
MYCTH_2309930	-0.835319355	0.129397672
MYCTH_2309931	-0.037721711	0.89174329
MYCTH_2316167	0.195271327	0.432734464
MYCTH_104570	0.494999709	0.062272235
MYCTH_2309942	0.211767105	0.214092094
MYCTH_2129702	0.523341986	0.480184458
MYCTH_2309943	-0.160380986	0.324604321
MYCTH_2096067	0.232861679	0.125490383
MYCTH_2140435	0.43117229	0.004403986
MYCTH_2129707	1.255825929	0.022162711
MYCTH_112716	0.277459445	0.349341094
MYCTH_2309963	-0.200643797	0.403290548
MYCTH_117625	-0.603224995	0.105851095
MYCTH_2309965	-0.360425068	0.001071359
MYCTH_97168	-1.271468614	0.315164934
MYCTH_2309967	-1.617164503	0.000839982
MYCTH_2129714	3.884421911	0.477924419
MYCTH_112714	1.115949505	0.001291071
MYCTH_2069031	-2.609139671	0.151989613
MYCTH_97164	0.33260883	0.795055775
MYCTH_72932	-1.188531151	0.001349799
MYCTH_2129720	0.728992459	0.141643439
MYCTH_2309971	-1.084665503	0.000173151
MYCTH_85648	0.663943737	0.008184876
MYCTH_2069804	#N/A	#N/A
MYCTH_2309975	-0.501080612	0.098343216
MYCTH_2309977	-0.585938375	0.081525703
MYCTH_72924	-3.412151689	0.056304051
MYCTH_2068997	0.584105537	0.378030426
MYCTH_2069012	#N/A	#N/A
MYCTH_59005	-1.009480316	0.103468112
MYCTH_117620	-0.500370298	0.063112432
MYCTH_104551	0.004329605	0.989414686
MYCTH_2310013	-0.952248633	0.000815529
MYCTH_2310016	-0.565866098	0.000216738
MYCTH_97150	-0.331110259	0.781718618
MYCTH_2096092	0.284723067	0.019171675
MYCTH_2112674	0.16171869	0.483141079
MYCTH_2310028	-0.879236397	2.27588E-09
MYCTH_2310031	-0.095909516	0.663403699
MYCTH_2310035	-1.156378484	1.54655E-08
MYCTH_2310036	-0.397239185	0.049481395
MYCTH_2112679	0.138050136	0.625581501
MYCTH_2069453	#N/A	#N/A
MYCTH_90296	-2.302084329	0.630046738
MYCTH_74816	-0.934778643	0.012984022
MYCTH_2310059	0.168778748	0.111727486
MYCTH_2310062	0.356522637	0.094634505
MYCTH_2310064	0.37434214	0.048577398
MYCTH_2310069	-1.019082317	0.016446735
MYCTH_2310072	-0.119403628	0.526124554
MYCTH_2310074	-0.508747576	0.023212874
MYCTH_2310076	-0.257814382	0.338500479
MYCTH_74803	-0.776435005	0.073356353
MYCTH_98222	-0.807884154	0.009313131
MYCTH_t179	1.374482764	0.436872015
MYCTH_2310081	1.041888577	1.9348E-05
MYCTH_t165	-2.228754925	0.212948734
MYCTH_2310085	-0.555403464	0.002373655
MYCTH_t166	-2.847377171	0.747181955
MYCTH_2310088	-1.394045765	1.45309E-17
MYCTH_2129775	-0.062570939	0.918342397
MYCTH_2096131	-1.049667668	1.60689E-09
MYCTH_2310096	-0.433567688	0.001396164
MYCTH_2310099	-0.47135719	0.003546378
MYCTH_109914	0.219183344	0.316370531
MYCTH_37566	-0.961056438	2.54902E-06
MYCTH_2129781	-0.979604817	0.031696416
MYCTH_2310107	-0.174130938	0.428569264
MYCTH_2068493	0.97109279	0.000109272
MYCTH_2310110	0.377026888	0.087355309
MYCTH_2112701	-0.80942712	0.153755951
MYCTH_2310112	-0.035757541	0.910713889
MYCTH_2129788	-2.173100242	1.10439E-11
MYCTH_2310117	1.4135573	6.4199E-09
MYCTH_40869	-0.225740865	0.224233605
MYCTH_2310121	-0.195031266	0.428898952
MYCTH_40885	1.45857663	2.48463E-07
MYCTH_74772	-0.091283448	0.569382494
MYCTH_2310128	-0.673388594	0.000165561
MYCTH_2310132	-1.067952152	4.4081E-07
MYCTH_74764	-0.450517007	0.022657134
MYCTH_2112712	-0.446127466	0.756340792
MYCTH_2310137	-0.804931897	0.077449891
MYCTH_2310138	-0.400060697	0.215019728
MYCTH_2310143	-0.573396572	0.138087972
MYCTH_2310145	0.384903911	0.120615539
MYCTH_2112717	-1.365826411	0.155612986
MYCTH_2129802	-1.358607151	0.334116354
MYCTH_t167	-3.698311525	0.365673471
MYCTH_t178	1.018109493	0.391717829
MYCTH_2310148	-1.465293038	0.065958351
MYCTH_2310149	-0.257995537	0.553709308
MYCTH_2310154	-1.072952381	0.002442025
MYCTH_2310160	0.298153547	0.366402195
MYCTH_2069574	-0.254579573	0.478429214
MYCTH_2310162	-0.48789119	0.005499642
MYCTH_105286	0.327786971	0.039837185
MYCTH_2310167	0.371603579	0.090142865
MYCTH_2316205	-0.515315491	0.072002162
MYCTH_2310172	0.105112727	0.432925954
MYCTH_113387	-4.252546988	1.88208E-05
MYCTH_2310174	-0.925679401	0.0016923
MYCTH_2310181	2.006719651	0.000448608
MYCTH_2310183	1.682394559	0.032505595
MYCTH_2316209	-0.827885207	0.005373844
MYCTH_2310189	0.23732631	0.224863393
MYCTH_2310192	0.544663894	0.146636541
MYCTH_2310196	0.267111119	0.043641865
MYCTH_2310200	-0.756810794	0.088995599
MYCTH_2310201	0.187283715	0.519175789
MYCTH_2310203	0.42779825	0.039639019
MYCTH_29375	-0.222707522	0.339584019
MYCTH_2310208	-0.034712307	0.855540097
MYCTH_2310212	0.370010718	0.155380317
MYCTH_2310216	0.199737964	0.258633991
MYCTH_2310217	-0.194281604	0.146555674
MYCTH_2039818	0.732306795	6.14023E-07
MYCTH_2310220	0.896857846	1.91813E-06
MYCTH_2310222	0.432135652	0.158299749
MYCTH_2069203	-0.074310526	0.704718685
MYCTH_2310225	2.130398757	5.82365E-09
MYCTH_2310226	2.40373283	6.84292E-15
MYCTH_2310228	-0.805963705	2.54255E-05
MYCTH_2310232	-1.068479803	3.03503E-18
MYCTH_2310234	0.258617044	0.486099261
MYCTH_109897	0.242786872	0.363373164
MYCTH_2310240	-0.13297836	0.637602455
MYCTH_2310241	0.119085723	0.848554741
MYCTH_2310243	2.203380506	1.25716E-05
MYCTH_2316220	-0.014126301	0.930407323
MYCTH_2310246	-0.765334888	0.002681117
MYCTH_90226	0.323183906	0.708773002
MYCTH_2070221	-1.992945334	0.027217153
MYCTH_2129842	-3.128505725	0.704385032
MYCTH_2129843	1.591185901	0.286016421
MYCTH_2310248	0.699261181	0.018205434
MYCTH_2140504	0.062257024	0.860560283
MYCTH_2310250	-0.456341589	0.004180787
MYCTH_2310252	0.291209455	0.076458843
MYCTH_2310254	-0.259214647	0.143773163
MYCTH_2310255	-0.514126885	0.115888908
MYCTH_2310258	-0.253533336	0.125770808
MYCTH_98157	-0.142607618	0.650289942
MYCTH_2310262	-0.287918955	0.744040273
MYCTH_2310263	0.519747592	0.32094592
MYCTH_2135569	0.980351665	0.007457677
MYCTH_2069347	-0.891833766	0.01515798
MYCTH_2310269	0.718755433	0.001103212
MYCTH_2310270	-0.518712514	0.044745521
MYCTH_2096246	0.070670584	0.725440844
MYCTH_2310272	-0.185555613	0.426232007
MYCTH_2310273	-1.32188088	6.60526E-06
MYCTH_2310276	0.181544602	0.842116168
MYCTH_2112769	3.453345967	0.073922868
MYCTH_2310277	-1.558478827	0.012175119
MYCTH_2310279	1.545806869	0.004704741
MYCTH_40175	0	1
MYCTH_2068637	-0.037309302	0.969947861
MYCTH_2068961	-3.649255227	3.4682E-08
MYCTH_2310287	-0.220212923	0.625238346
MYCTH_2069178	-1.716915196	0.001010319
MYCTH_2310289	0.90773475	0.110671843
MYCTH_2112775	-0.701320246	0.061710572
MYCTH_2310298	0.577777125	0.158440436
MYCTH_2310300	-0.398025388	0.005854478
MYCTH_2310303	-0.398040131	0.006122269
MYCTH_2310306	-0.171733635	0.313440518
MYCTH_2070469	1.973705641	0.030323111
MYCTH_2310316	1.471500053	5.58163E-11
MYCTH_2129884	3.726074509	0.105099548
MYCTH_2310317	3.103178243	1.85738E-20
MYCTH_2310320	0.988584152	1.62528E-05
MYCTH_2310321	-0.5925951	0.047082003
MYCTH_2310322	-2.599800409	3.23208E-06
MYCTH_2310324	0.765189347	9.67232E-05
MYCTH_2129891	-0.382699616	0.771412781
MYCTH_39035	2.674281531	0.000127883
MYCTH_t168	3.256421044	0.009167452
MYCTH_90182	1.922116759	5.50583E-10
MYCTH_2310333	0.282442875	0.505230829
MYCTH_60685	1.645942102	6.82935E-09
MYCTH_2310338	0.163516389	0.274202658
MYCTH_2310340	0.330108428	0.030987887
MYCTH_2310341	-0.891742596	4.0579E-05
MYCTH_109876	0.123340552	0.288383503
MYCTH_2316240	-0.017269033	0.941293184
MYCTH_2140529	-0.674028723	1.83814E-06
MYCTH_2112795	-0.549991342	0.581938103
MYCTH_2120747	0.781377968	0.000324672
MYCTH_2120748	-0.227068173	0.508367286
MYCTH_2140530	1.286666983	7.45519E-10
MYCTH_2112799	6.591237417	2.67447E-61
MYCTH_2310362	0.445198212	0.048963307
MYCTH_2112801	-3.93121785	0.123266697
MYCTH_2310363	-0.176338768	0.742340952
MYCTH_2120753	3.782524377	6.2002E-114
MYCTH_60661	-0.617889751	0.03375061
MYCTH_2096307	-0.2669533	0.138172967
MYCTH_2140533	-1.638934841	6.79482E-10
MYCTH_2310379	-1.028940742	3.15432E-09
MYCTH_109870	-0.540889521	7.78366E-06
MYCTH_2096317	0.511179409	0.062158677
MYCTH_2316248	-1.382079342	5.68743E-19
MYCTH_2316249	-0.880611878	9.2281E-06
MYCTH_2310391	-1.366811106	0.005187844
MYCTH_74601	-1.305107145	1.15242E-08
MYCTH_2310392	-0.898213939	5.52275E-07
MYCTH_2310394	-0.250326101	0.166299473
MYCTH_2310396	-0.265965421	0.255731888
MYCTH_2069072	0.551197933	0.424174518
MYCTH_2135602	-0.73197055	0.321639797
MYCTH_2310402	-0.694794343	0.000284507
MYCTH_2310404	-0.493398752	0.023774126
MYCTH_2070109	0.375039096	0.465248104
MYCTH_2310405	-0.472859265	0.275180165
MYCTH_2310406	-0.029885322	0.868436502
MYCTH_2120773	-0.638161382	0.230164711
MYCTH_2310408	-0.095362395	0.747744202
MYCTH_2310410	1.246108187	8.35022E-06
MYCTH_98107	0.13981074	0.486065207
MYCTH_60632	0.629898929	0.011779171
MYCTH_2310419	0.293360797	0.04072542
MYCTH_2310421	-0.583453182	0.083115541
MYCTH_2310422	-0.058069187	0.693917493
MYCTH_2310428	0.171396661	0.344146428
MYCTH_98099	0.666006738	2.90343E-05
MYCTH_2310435	0.740394592	4.90205E-05
MYCTH_2096341	-0.109506479	0.48612926
MYCTH_2310437	-0.477259399	0.001604196
MYCTH_2310439	0.641915363	0.00031529
MYCTH_2120781	-0.968288737	0.000983329
MYCTH_t177	-3.52946459	0.016893765
MYCTH_74573	-2.423242921	1.99044E-17
MYCTH_2316262	-0.299595516	0.016499317
MYCTH_2310453	-0.657907054	0.009989208
MYCTH_2310455	0.154504137	0.556132124
MYCTH_2310457	-0.055865743	0.891356171
MYCTH_2310459	0.967026713	0.000436083
MYCTH_2310460	-0.085965685	0.715530211
MYCTH_2310461	-1.222192276	0.025270357
MYCTH_t169	0	1
MYCTH_2310462	0.373603737	0.015172211
MYCTH_2310464	-1.129513886	3.05449E-06
MYCTH_2310466	-0.683673024	0.000547187
MYCTH_2310467	0.737613883	0.004605258
MYCTH_2310469	-0.26284315	0.274837217
MYCTH_2310470	-0.212695578	0.437103092
MYCTH_2310471	-0.195789172	0.38490659
MYCTH_2068390	-4.982948455	0.03817203
MYCTH_38980	0.194326565	0.841698991
MYCTH_98083	0.489758679	0.483357104
MYCTH_2310474	-0.757855841	0.22955198
MYCTH_2129970	0	1
MYCTH_2310477	0.790240632	0.000192342
MYCTH_2310483	0.357256858	0.013728149
MYCTH_2310488	0.626093426	0.006559023
MYCTH_2135627	0.566190465	0.001755563
MYCTH_2310492	0.114706237	0.520075935
MYCTH_37869	1.319861694	8.42401E-10
MYCTH_2310501	1.338560761	0.077807524
MYCTH_2310503	-0.234109853	0.120550028
MYCTH_2068800	-0.430332552	0.167580597
MYCTH_2310505	0.03178761	0.847336749
MYCTH_2310508	-0.835341603	0.028397028
MYCTH_2070514	-0.107129893	0.92282478
MYCTH_2310511	0.439842042	0.055501668
MYCTH_2310513	-0.880567774	4.52333E-05
MYCTH_2310516	0.271392261	0.254705643
MYCTH_105197	0.093666984	0.78356929
MYCTH_2310518	0.368108863	0.156358426
MYCTH_2310521	-0.774925017	0.086184573
MYCTH_2310525	0.417271191	0.100081092
MYCTH_2310527	0.561324154	0.119873141
MYCTH_60726	0.577597056	0.008273896
MYCTH_2069029	0.262993294	0.846708751
MYCTH_2129999	-2.355606282	0.663112913
MYCTH_90104	-1.104942549	0.427383387
MYCTH_2310539	-0.209892673	0.427074365
MYCTH_2310541	-0.146602738	0.436861237
MYCTH_2310543	0.260143863	0.141557013
MYCTH_2310546	0.055306747	0.774269596
MYCTH_74504	0.56626975	0.011756609
MYCTH_37941	-1.364258103	0.10002324
MYCTH_2310547	-0.842766707	0.026945921
MYCTH_2310549	0.613830292	0.269987811
MYCTH_90096	-1.372716177	0.600445617
MYCTH_60517	-0.295313207	0.024039954
MYCTH_2310551	-0.24376555	0.242085672
MYCTH_2310556	0.790757398	0.00012996
MYCTH_t170	-1.472930586	0.381609376
MYCTH_60509	-1.483357118	4.99483E-10
MYCTH_2310561	0.020469289	0.955418898
MYCTH_2310562	0.215845493	0.592602797
MYCTH_2069697	-3.029635046	0.068877274
MYCTH_2310565	0.25209497	0.105395902
MYCTH_2310567	0.240410294	0.196349567
MYCTH_74487	0.612092211	1.371E-05
MYCTH_2140577	-0.491255161	0.07617338
MYCTH_2096434	0.252012181	0.275607446
MYCTH_2310585	0.294201204	0.695954792
MYCTH_2310586	-0.150080663	0.453802731
MYCTH_2310587	0.719731124	0.820828286
MYCTH_2310588	1.176695359	0.512483051
MYCTH_2112885	0.954491972	0.290279129
MYCTH_2130022	-0.181803794	0.550455104
MYCTH_2310589	-0.961845417	0.013820044
MYCTH_2310592	-0.496184641	0.086837492
MYCTH_2310595	0.37198409	0.285595072
MYCTH_2310597	0.136243129	0.537555276
MYCTH_2310599	0.123722604	0.56271406
MYCTH_2316294	0.039192897	0.760283709
MYCTH_2310607	-0.315683768	0.011734649
MYCTH_2310609	0.366561544	0.190977034
MYCTH_90076	4.51049858	0.060940101
MYCTH_36460	-0.081896184	0.956429595
MYCTH_2310610	-1.277341232	1.87779E-08
MYCTH_2310612	-0.868805887	1.05073E-05
MYCTH_74462	1.957488806	1.42117E-28
MYCTH_2310616	0.042826924	0.824936516
MYCTH_2310620	-0.028422394	0.844664964
MYCTH_t176	-1.797178358	0.476799064
MYCTH_2310623	0.032584014	0.877029926
MYCTH_2316301	-0.33811303	0.018708899
MYCTH_37947	1.2929059	3.17516E-05
MYCTH_2310626	1.731708758	0.012257294
MYCTH_2310628	-1.08879946	0.000226129
MYCTH_2310631	-1.591742688	2.08437E-10
MYCTH_2310632	-0.655478711	0.003126107
MYCTH_74446	-0.532175565	0.037742116
MYCTH_2069839	0.439732231	0.19528186
MYCTH_109821	0.491757117	0.000125585
MYCTH_2310644	-0.334580051	0.040561427
MYCTH_2310645	-0.567193622	0.000742858
MYCTH_2120853	-0.077061769	0.70171783
MYCTH_2120854	0.460069849	0.011003883
MYCTH_109817	-0.040923957	0.848443337
MYCTH_2310650	-2.827386109	4.79206E-14
MYCTH_2310652	-1.854371288	2.10686E-11
MYCTH_2310653	-0.158676067	0.422764796
MYCTH_2310655	0.268991501	0.072302155
MYCTH_105157	-0.144396042	0.261481639
MYCTH_2310659	-0.115589644	0.646624986
MYCTH_2310660	-1.008345493	1.16344E-06
MYCTH_2112920	-0.824728977	0.349702884
MYCTH_2310662	-0.581155779	0.015068267
MYCTH_2310664	-0.391364146	0.01001528
MYCTH_2310667	-0.388910886	0.00060569
MYCTH_2310671	-0.417221315	0.001241332
MYCTH_2310672	0.278487285	0.532078714
MYCTH_2310676	-0.0332224	0.877056705
MYCTH_2310678	-0.681904472	4.0613E-06
MYCTH_2310682	-1.832169933	0.000265259
MYCTH_2310684	-1.501317702	0.013008499
MYCTH_2310685	-0.012785319	0.964136417
MYCTH_74402	0.840478164	0.273699233
MYCTH_98003	1.823285844	0.000104215
MYCTH_90035	0.19739111	0.920150323
MYCTH_2310691	3.047784015	0.107517083
MYCTH_98002	-0.621922785	0.038465663
MYCTH_2316317	0.377767336	0.274288409
MYCTH_37469	-2.645898775	0.000997755
MYCTH_98000	-3.651501679	0.031143095
MYCTH_2112936	-2.155411523	0.03689241
MYCTH_2310696	-0.283167665	0.250233322
MYCTH_2130079	-1.055370307	0.08658102
MYCTH_2140615	0.158926539	0.586715841
MYCTH_2069363	0	1
MYCTH_2112941	-0.231126355	0.704145246
MYCTH_2310703	-0.89226145	3.93198E-06
MYCTH_60397	0.938399224	0.049275874
MYCTH_2310708	-0.969746943	0.000555804
MYCTH_2096529	0.028555331	0.852342035
MYCTH_2310716	-0.586028314	0.064596512
MYCTH_113239	-0.100798718	0.480503072
MYCTH_37799	-0.317614712	0.508707413
MYCTH_113236	1.146119133	5.01903E-10
MYCTH_74373	-0.604321655	4.13182E-07
MYCTH_74371	-0.238390109	0.178815444
MYCTH_2316331	0.629208627	1.24137E-05
MYCTH_2310733	-0.252499273	0.186277364
MYCTH_109795	-0.76847905	3.91571E-07
MYCTH_2310736	0.592693535	6.89944E-05
